timestamp,zone,temp,hum,wind,event_type
2024-01-01 00:00:00,Z1,37.8595644318039,43.02805219553081,15.354296289725017,normal
2024-01-01 01:00:00,Z3,30.511289955141955,49.50088417525589,14.243213958511511,noise
2024-01-01 02:00:00,Z3,39.55827025658695,39.02304278280575,2.8702271499353094,heat
2024-01-01 03:00:00,Z1,26.828609386510635,44.84312154120665,17.895702393533643,smoke
2024-01-01 04:00:00,Z3,39.900640314403795,38.75949335608654,25.040785443460564,heat
2024-01-01 05:00:00,Z2,31.609205759002535,14.470101841659213,18.268092977201803,normal
2024-01-01 06:00:00,Z4,24.09038394793141,47.05640810050765,13.006069133240315,normal
2024-01-01 07:00:00,Z1,24.209624265591042,45.66440038029318,15.746325458561671,normal
2024-01-01 08:00:00,Z3,35.70688935690454,42.29097948338267,9.869106110738278,normal
2024-01-01 09:00:00,Z1,33.34267828457568,29.514470349329073,7.899910314105124,normal
2024-01-01 10:00:00,Z1,32.83778448812655,41.186065852336135,21.27207034168779,noise
2024-01-01 11:00:00,Z1,39.93371428552103,37.74060344308571,6.727146167438864,normal
2024-01-01 12:00:00,Z4,38.83900838652103,28.294845507368446,20.328945993179396,smoke
2024-01-01 13:00:00,Z4,25.10043830459208,39.718177716613454,17.141659352652088,noise
2024-01-01 14:00:00,Z4,27.370338726846654,39.61776362555327,16.839872370748395,normal
2024-01-01 15:00:00,Z4,29.686934098267123,36.46372143519118,11.296262646691769,normal
2024-01-01 16:00:00,Z4,32.313740839469524,25.641715939534077,15.137641585617235,smoke
2024-01-01 17:00:00,Z3,37.84423259766627,47.290905621775366,15.644914553787054,normal
2024-01-01 18:00:00,Z4,32.99812496555616,49.96277834547602,12.544251720496193,normal
2024-01-01 19:00:00,Z4,34.98874716019948,49.25250751750331,10.476069209156819,noise
2024-01-01 20:00:00,Z1,25.94763849632274,54.26948550636345,16.38498452548685,smoke
2024-01-01 21:00:00,Z2,35.52766991381314,51.78779571159651,14.100375820938245,normal
2024-01-01 22:00:00,Z1,26.669567994286215,54.40731118318126,9.254621594915257,normal
2024-01-01 23:00:00,Z3,35.64000186505665,50.99641972669494,19.69948490399002,normal
2024-01-02 00:00:00,Z2,26.235504170057414,26.21569904184778,12.537978749175318,normal
2024-01-02 01:00:00,Z4,46.29416676420285,27.295150015142664,19.846983540790056,normal
2024-01-02 02:00:00,Z3,28.209465165921106,32.856143901675665,12.495806173655385,noise
2024-01-02 03:00:00,Z1,30.389517395090888,49.18202826385922,14.205997642126462,normal
2024-01-02 04:00:00,Z3,13.633676943299264,56.6226234388786,13.623236288891855,normal
2024-01-02 05:00:00,Z2,24.77400685822944,43.7642553115563,9.502996047079026,normal
2024-01-02 06:00:00,Z4,28.232726821900975,50.39846787434713,14.8826023713272,normal
2024-01-02 07:00:00,Z3,30.625956027730986,53.43954419584932,10.908895193356543,normal
